Origin,Destination,Date,Sender's Name,Sender City,Sender State,Total Pieces,Actual Wt,Volumetric Wt,Chargeable Wt,Paperwork,Sender Date,Recipient Name,Recipient City,Receiver State,Value Added Services,Consignment No,Expiry Date,Booking Code,Receiver Name,Receive Date,Tariff,VAS Charges,Total Amount,Mode,Risk Surcharge,Mode of Payment,Nature of Consignment
Shimla,Kochi,21-06-2025,Gour-Subramanian,Shimla,Himachal Pradesh,1,10.59,12.6,12.6,Yes,21-06-2025,Wali LLC,Kochi,Kerala,Express,DTDC17742822,21-07-2025,BR150,Wali LLC,23-06-2025,577.6,48.42,626.02,Surface,Carrier,Card,Dox
Vijayawada,Chandigarh,24-06-2025,Balendra Vasa,Vijayawada,Andhra Pradesh,3,5,7.34,7.34,No,24-06-2025,Darpan Parmer,Chandigarh,Chandigarh,COD,DTDC40708735,24-07-2025,BR310,Darpan Parmer,28-06-2025,613.11,142.18,755.29,Express,Carrier,Card,Dox
Pune,Bangalore,19-06-2025,Pushti Dey,Pune,Maharashtra,2,7.36,10.31,10.31,No,19-06-2025,Xiti Lata,Bangalore,Karnataka,None,DTDC07773036,19-07-2025,BR925,Xiti Lata,21-06-2025,447.02,0,447.02,Surface,Carrier,Card,Dox
Pune,Bhopal,11-06-2025,Dhar Group,Pune,Maharashtra,3,2.46,5.4,5.4,Yes,11-06-2025,Alexander Jani,Bhopal,Madhya Pradesh,COD,DTDC79331309,11-07-2025,BR532,Alexander Jani,15-06-2025,227.64,90.09,317.73,Surface,Carrier,Cash,Non-Dox
Agra,Ludhiana,03-07-2025,Samarth Trivedi,Agra,Uttar Pradesh,1,10.83,13.37,13.37,No,03-07-2025,Balendra Saxena,Ludhiana,Punjab,None,DTDC88817019,02-08-2025,BR144,Balendra Saxena,08-07-2025,636.21,0,636.21,Surface,Carrier,Card,Non-Dox
Chennai,Nagpur,10-06-2025,Dayita Gokhale,Chennai,Tamil Nadu,1,5.34,6.83,6.83,No,10-06-2025,Patla and Sons,Nagpur,Maharashtra,COD,DTDC44415259,10-07-2025,BR241,Patla and Sons,12-06-2025,420.54,104.71,525.25,Air Cargo,Carrier,Card,Non-Dox
Bangalore,Bhubaneswar,13-06-2025,Agrawal-Borra,Bangalore,Karnataka,5,7.47,10.21,10.21,Yes,13-06-2025,Omaja Vohra,Bhubaneswar,Odisha,COD,DTDC25783383,13-07-2025,BR684,Omaja Vohra,17-06-2025,494.35,121.88,616.23,Surface,Carrier,Card,Dox
Bangalore,Chandigarh,04-07-2025,"Raj, Loyal and Mistry",Bangalore,Karnataka,4,5.75,7.85,7.85,Yes,04-07-2025,Om-Sane,Chandigarh,Chandigarh,Express,DTDC18449618,03-08-2025,BR573,Om-Sane,09-07-2025,500.06,118.16,618.22,Air Cargo,Carrier,Cash,Dox
Bhubaneswar,Lucknow,18-06-2025,Lohit Chana,Bhubaneswar,Odisha,4,9.23,9.43,9.43,No,18-06-2025,Aarnav Ahuja,Lucknow,Uttar Pradesh,COD,DTDC30710990,18-07-2025,BR605,Aarnav Ahuja,22-06-2025,725.12,62.94,788.06,Express,Carrier,Cash,Non-Dox
Shimla,Vizag,27-06-2025,"Bhavsar, Dhillon and Chandran",Shimla,Himachal Pradesh,1,7.78,8.34,8.34,No,27-06-2025,Pranav Dhawan,Vizag,Andhra Pradesh,COD,DTDC25460532,27-07-2025,BR781,Pranav Dhawan,30-06-2025,376.48,80.1,456.58,Surface,Carrier,Cash,Non-Dox
Kolkata,Pune,29-06-2025,Advik Choudhry,Kolkata,West Bengal,2,9.79,11,11,Yes,29-06-2025,Lavanya Sidhu,Pune,Maharashtra,COD,DTDC22313811,29-07-2025,BR557,Lavanya Sidhu,04-07-2025,515.25,149.47,664.72,Surface,Carrier,Card,Non-Dox
Ranchi,Shimla,16-06-2025,Vrishti Natt,Ranchi,Jharkhand,5,5.43,6.4,6.4,Yes,16-06-2025,Yashasvi De,Shimla,Himachal Pradesh,COD,DTDC64179433,16-07-2025,BR787,Yashasvi De,21-06-2025,515.73,124.47,640.2,Express,Carrier,Cash,Dox
Nashik,Srinagar,24-06-2025,Chakraborty and Sons,Nashik,Maharashtra,3,4.05,6.96,6.96,Yes,24-06-2025,Pratyush Acharya,Srinagar,Jammu & Kashmir,COD,DTDC50179198,24-07-2025,BR575,Pratyush Acharya,27-06-2025,416.63,118.49,535.12,Air Cargo,Carrier,Cash,Non-Dox
Coimbatore,Chandigarh,10-06-2025,Amara Borah,Coimbatore,Tamil Nadu,2,4.01,6.76,6.76,Yes,10-06-2025,Dayal-Pant,Chandigarh,Chandigarh,Insurance,DTDC46561517,10-07-2025,BR972,Dayal-Pant,13-06-2025,292.86,102.18,395.04,Surface,Carrier,Cash,Dox
Jamshedpur,Pune,26-06-2025,Siya Deo,Jamshedpur,Jharkhand,3,9.6,10.78,10.78,No,26-06-2025,Faras Bhatti,Pune,Maharashtra,COD,DTDC89350301,26-07-2025,BR218,Faras Bhatti,28-06-2025,716.46,52.64,769.1,Air Cargo,Carrier,Cash,Dox
Ludhiana,Guwahati,21-06-2025,Chahal-Rao,Ludhiana,Punjab,3,2.97,5.76,5.76,No,21-06-2025,Aashi Cheema,Guwahati,Assam,COD,DTDC19465495,21-07-2025,BR252,Aashi Cheema,24-06-2025,239.92,98.54,338.46,Surface,Carrier,Cash,Non-Dox
Guwahati,Agra,25-06-2025,Halder PLC,Guwahati,Assam,1,0.91,1.99,1.99,Yes,25-06-2025,Vincent Srinivas,Agra,Uttar Pradesh,COD,DTDC95900455,25-07-2025,BR056,Vincent Srinivas,27-06-2025,160.59,115.4,275.99,Express,Carrier,Cash,Non-Dox
Raipur,Patna,01-07-2025,Amol Garde,Raipur,Chhattisgarh,3,9.9,11.9,11.9,Yes,01-07-2025,Bhanumati Khare,Patna,Bihar,COD,DTDC28083161,31-07-2025,BR026,Bhanumati Khare,05-07-2025,545.41,45.12,590.53,Surface,Carrier,Cash,Dox
Patna,Kolkata,04-07-2025,Hemani Mallick,Patna,Bihar,4,2.36,3.92,3.92,Yes,04-07-2025,Radhika Palla,Kolkata,West Bengal,COD,DTDC36406264,03-08-2025,BR031,Radhika Palla,05-07-2025,172.23,22.19,194.42,Surface,Carrier,Cash,Dox
Varanasi,Thiruvananthapuram,21-06-2025,Nimrat Mall,Varanasi,Uttar Pradesh,2,7.68,8.73,8.73,No,21-06-2025,Yuvraj Brahmbhatt,Thiruvananthapuram,Kerala,COD,DTDC25882756,21-07-2025,BR381,Yuvraj Brahmbhatt,26-06-2025,395.14,126.9,522.04,Surface,Carrier,Card,Non-Dox
Thiruvananthapuram,Jaipur,21-06-2025,"Dutt, Yadav and Savant",Thiruvananthapuram,Kerala,3,2.95,4.38,4.38,Yes,21-06-2025,Sahota-Bhardwaj,Jaipur,Rajasthan,COD,DTDC83395824,21-07-2025,BR716,Sahota-Bhardwaj,25-06-2025,338.61,32.38,370.99,Express,Carrier,Cash,Dox
Chennai,Patna,29-06-2025,Bakhshi Bhatnagar,Chennai,Tamil Nadu,3,5.53,5.88,5.88,Yes,29-06-2025,Sankar-Nayak,Patna,Bihar,COD,DTDC47666283,29-07-2025,BR700,Sankar-Nayak,03-07-2025,254.53,29.76,284.29,Surface,Carrier,Card,Dox
Nagpur,Kochi,16-06-2025,Rachit Salvi,Nagpur,Maharashtra,4,2.91,4.29,4.29,Yes,16-06-2025,Udarsh Mangat,Kochi,Kerala,COD,DTDC69058094,16-07-2025,BR851,Udarsh Mangat,20-06-2025,210.19,96.67,306.86,Surface,Carrier,Wallet,Non-Dox
Kochi,Varanasi,16-06-2025,Timothy Oak,Kochi,Kerala,1,3.69,5.24,5.24,No,16-06-2025,Prisha Peri,Varanasi,Uttar Pradesh,COD,DTDC57705126,16-07-2025,BR788,Prisha Peri,19-06-2025,228.03,34.5,262.53,Surface,Carrier,Cash,Dox
Bangalore,Chennai,27-06-2025,Mahajan PLC,Bangalore,Karnataka,4,7.35,8.79,8.79,Yes,27-06-2025,Narayan-Rana,Chennai,Tamil Nadu,None,DTDC36127580,27-07-2025,BR376,Narayan-Rana,30-06-2025,573.13,0,573.13,Air Cargo,Carrier,Cash,Dox
Chennai,Ahmedabad,21-06-2025,"Sandal, Gokhale and Gala",Chennai,Tamil Nadu,5,1.08,3.95,3.95,Yes,21-06-2025,Sachdeva Inc,Ahmedabad,Gujarat,None,DTDC74581514,21-07-2025,BR305,Sachdeva Inc,25-06-2025,364.9,0,364.9,Express,Carrier,Card,Non-Dox
Dehradun,Surat,07-06-2025,Rehaan Nagy,Dehradun,Uttarakhand,4,0.45,1.34,1.34,Yes,07-06-2025,Ganesh-Grewal,Surat,Gujarat,Insurance,DTDC51847037,07-07-2025,BR684,Ganesh-Grewal,11-06-2025,86.91,59.98,146.89,Air Cargo,Carrier,Card,Dox
Aurangabad,Mumbai,17-06-2025,Luke Chandran,Aurangabad,Maharashtra,2,9.84,11.39,11.39,Yes,17-06-2025,Narayan Group,Mumbai,Maharashtra,COD,DTDC15511311,17-07-2025,BR150,Narayan Group,18-06-2025,484.14,109.99,594.13,Surface,Carrier,Cash,Dox
Shimla,Chandigarh,09-06-2025,Pradhan Inc,Shimla,Himachal Pradesh,5,7.45,8.75,8.75,Yes,09-06-2025,Nitara Kade,Chandigarh,Chandigarh,Insurance,DTDC70926963,09-07-2025,BR694,Nitara Kade,11-06-2025,364.99,92.7,457.69,Surface,Carrier,Cash,Non-Dox
Pune,Indore,23-06-2025,Pai-Prabhakar,Pune,Maharashtra,1,3.37,5.48,5.48,Yes,23-06-2025,Pranav Solanki,Indore,Madhya Pradesh,None,DTDC19924666,23-07-2025,BR876,Pranav Solanki,25-06-2025,255.78,0,255.78,Surface,Carrier,Card,Dox
Lucknow,Surat,16-06-2025,Noah Patel,Lucknow,Uttar Pradesh,2,7.71,9.94,9.94,No,16-06-2025,Sha Inc,Surat,Gujarat,None,DTDC17411029,16-07-2025,BR866,Sha Inc,17-06-2025,489.87,0,489.87,Surface,Carrier,Card,Non-Dox
Jaipur,Nagpur,15-06-2025,Ben-Behl,Jaipur,Rajasthan,3,4.33,7.02,7.02,Yes,15-06-2025,Badal and Sons,Nagpur,Maharashtra,COD,DTDC36419014,15-07-2025,BR564,Badal and Sons,16-06-2025,345.2,44.4,389.6,Surface,Carrier,Cash,Dox
Vijayawada,Srinagar,30-06-2025,Yasti Narula,Vijayawada,Andhra Pradesh,2,3.16,3.8,3.8,Yes,30-06-2025,Chana-Loyal,Srinagar,Jammu & Kashmir,COD,DTDC98274773,30-07-2025,BR727,Chana-Loyal,03-07-2025,340.6,70.99,411.59,Express,Carrier,Wallet,Non-Dox
Kochi,Mumbai,15-06-2025,Maanas Khatri,Kochi,Kerala,2,11.85,14.71,14.71,Yes,15-06-2025,Keya Dada,Mumbai,Maharashtra,COD,DTDC75700839,15-07-2025,BR993,Keya Dada,18-06-2025,994.17,133.49,1127.66,Air Cargo,Carrier,Card,Non-Dox
Nagpur,Pune,13-06-2025,Advika Chakraborty,Nagpur,Maharashtra,1,6.9,7.43,7.43,No,13-06-2025,Jhalak Varma,Pune,Maharashtra,None,DTDC50996484,13-07-2025,BR260,Jhalak Varma,16-06-2025,646.15,0,646.15,Express,Carrier,Cash,Non-Dox
Lucknow,Nashik,29-06-2025,Narain-Luthra,Lucknow,Uttar Pradesh,4,7.78,9.38,9.38,No,29-06-2025,Grover and Sons,Nashik,Maharashtra,COD,DTDC62010794,29-07-2025,BR776,Grover and Sons,30-06-2025,397.46,146.93,544.39,Surface,Carrier,Cash,Non-Dox
Lucknow,Srinagar,15-06-2025,Nathan Sami,Lucknow,Uttar Pradesh,3,2.66,3.42,3.42,No,15-06-2025,"Bera, Mohanty and Narain",Srinagar,Jammu & Kashmir,Express,DTDC54419933,15-07-2025,BR531,"Bera, Mohanty and Narain",19-06-2025,239.72,58.42,298.14,Air Cargo,Carrier,Card,Dox
Kochi,Varanasi,25-06-2025,"Seshadri, Nair and Devan",Kochi,Kerala,2,5.24,5.91,5.91,Yes,25-06-2025,Ranveer Sarma,Varanasi,Uttar Pradesh,COD,DTDC76835572,25-07-2025,BR625,Ranveer Sarma,27-06-2025,351.28,131.04,482.32,Air Cargo,Carrier,Cash,Dox
Nagpur,Chandigarh,17-06-2025,Shroff-Shah,Nagpur,Maharashtra,4,3.89,6.67,6.67,Yes,17-06-2025,Koshy Inc,Chandigarh,Chandigarh,Insurance,DTDC18450639,17-07-2025,BR375,Koshy Inc,19-06-2025,302.6,113.85,416.45,Surface,Carrier,Cash,Dox
Guwahati,Mumbai,15-06-2025,Reyansh Kaur,Guwahati,Assam,3,9.89,10.36,10.36,No,15-06-2025,Nagy-Mandal,Mumbai,Maharashtra,Express,DTDC66000239,15-07-2025,BR884,Nagy-Mandal,17-06-2025,454.21,111.48,565.69,Surface,Carrier,Cash,Dox
Patna,Raipur,12-06-2025,Savant PLC,Patna,Bihar,1,6.63,6.84,6.84,Yes,12-06-2025,"Ramakrishnan, Sur and Nair",Raipur,Chhattisgarh,COD,DTDC11531144,12-07-2025,BR899,"Ramakrishnan, Sur and Nair",16-06-2025,317.39,133.97,451.36,Surface,Carrier,Cash,Non-Dox
Ludhiana,Guwahati,12-06-2025,Udyati Mahal,Ludhiana,Punjab,1,2.39,4.4,4.4,Yes,12-06-2025,Bhavya Kala,Guwahati,Assam,Express,DTDC74812528,12-07-2025,BR646,Bhavya Kala,15-06-2025,307.45,83.88,391.33,Air Cargo,Carrier,Card,Dox
Kochi,Delhi,10-06-2025,Om Nadig,Kochi,Kerala,3,6.54,7.33,7.33,No,10-06-2025,Hari-Bhakta,Delhi,Delhi,None,DTDC64124135,10-07-2025,BR379,Hari-Bhakta,15-06-2025,650.43,0,650.43,Express,Carrier,Wallet,Dox
Guwahati,Aurangabad,21-06-2025,Gauri Khare,Guwahati,Assam,1,0.88,3.54,3.54,No,21-06-2025,Padmanabhan-Desai,Aurangabad,Maharashtra,None,DTDC12989850,21-07-2025,BR854,Padmanabhan-Desai,26-06-2025,161.42,0,161.42,Surface,Carrier,Card,Non-Dox
Nashik,Raipur,28-06-2025,Pant and Sons,Nashik,Maharashtra,3,5.8,7.01,7.01,No,28-06-2025,Sodhi LLC,Raipur,Chhattisgarh,None,DTDC30571178,28-07-2025,BR398,Sodhi LLC,02-07-2025,553.8,0,553.8,Express,Carrier,Card,Dox
Thiruvananthapuram,Kochi,12-06-2025,"Ganesan, Loyal and Chakrabarti",Thiruvananthapuram,Kerala,1,6.06,7.69,7.69,No,12-06-2025,Vyanjana Sama,Kochi,Kerala,COD,DTDC68978568,12-07-2025,BR398,Vyanjana Sama,17-06-2025,635.6,108.4,744,Express,Carrier,Cash,Non-Dox
Chandigarh,Thiruvananthapuram,13-06-2025,Warinder Thaman,Chandigarh,Chandigarh,3,5.37,5.52,5.52,Yes,13-06-2025,Prisha Prashad,Thiruvananthapuram,Kerala,COD,DTDC74575482,13-07-2025,BR451,Prisha Prashad,14-06-2025,377.93,30.45,408.38,Air Cargo,Carrier,Card,Non-Dox
Vizag,Aurangabad,21-06-2025,Dhriti Pall,Vizag,Andhra Pradesh,3,6.73,9.3,9.3,Yes,21-06-2025,Udyati Pillai,Aurangabad,Maharashtra,COD,DTDC83884861,21-07-2025,BR069,Udyati Pillai,22-06-2025,438.38,67.96,506.34,Surface,Carrier,Wallet,Dox
Jamshedpur,Raipur,03-07-2025,Udyati Chanda,Jamshedpur,Jharkhand,3,4.94,6.78,6.78,Yes,03-07-2025,Ishaan Randhawa,Raipur,Chhattisgarh,COD,DTDC81835862,02-08-2025,BR092,Ishaan Randhawa,07-07-2025,606.69,110.43,717.12,Express,Carrier,Wallet,Non-Dox
Raipur,Vijayawada,11-06-2025,Hitesh Varkey,Raipur,Chhattisgarh,3,10.37,13.04,13.04,Yes,11-06-2025,Kashish Sule,Vijayawada,Andhra Pradesh,COD,DTDC95446517,11-07-2025,BR142,Kashish Sule,13-06-2025,1036.66,55.67,1092.33,Express,Carrier,Card,Non-Dox
Raipur,Lucknow,23-06-2025,Gill-Datta,Raipur,Chhattisgarh,3,4.58,7.2,7.2,Yes,23-06-2025,Unni Bhatt,Lucknow,Uttar Pradesh,COD,DTDC43492944,23-07-2025,BR890,Unni Bhatt,26-06-2025,306.59,129.5,436.09,Surface,Carrier,Card,Dox
Srinagar,Vijayawada,04-07-2025,"Narayan, Manda and Bumb",Srinagar,Jammu & Kashmir,3,6.06,6.83,6.83,Yes,04-07-2025,Vincent Rajagopalan,Vijayawada,Andhra Pradesh,None,DTDC12983418,03-08-2025,BR509,Vincent Rajagopalan,05-07-2025,296.45,0,296.45,Surface,Carrier,Cash,Dox
Shimla,Dehradun,11-06-2025,Bachittar Baral,Shimla,Himachal Pradesh,5,7.74,9.99,9.99,No,11-06-2025,Niharika Jain,Dehradun,Uttarakhand,COD,DTDC08999080,11-07-2025,BR476,Niharika Jain,14-06-2025,645.41,104.18,749.59,Air Cargo,Carrier,Cash,Non-Dox
Aurangabad,Vizag,01-07-2025,Mutti-Hayre,Aurangabad,Maharashtra,2,2.68,4.26,4.26,Yes,01-07-2025,Sodhi Inc,Vizag,Andhra Pradesh,None,DTDC53143288,31-07-2025,BR682,Sodhi Inc,03-07-2025,394.21,0,394.21,Express,Carrier,Cash,Non-Dox
Jaipur,Kolkata,08-06-2025,Ojasvi Wali,Jaipur,Rajasthan,2,4.55,5.88,5.88,No,08-06-2025,"Khatri, Chadha and Loke",Kolkata,West Bengal,COD,DTDC06653298,08-07-2025,BR577,"Khatri, Chadha and Loke",12-06-2025,249.2,128.82,378.02,Surface,Carrier,Cash,Non-Dox
Srinagar,Nashik,01-07-2025,Meera Choudhary,Srinagar,Jammu & Kashmir,4,2.41,4.98,4.98,No,01-07-2025,"Sami, Bajwa and Chaudhary",Nashik,Maharashtra,None,DTDC21317868,31-07-2025,BR545,"Sami, Bajwa and Chaudhary",04-07-2025,217.62,0,217.62,Surface,Carrier,Card,Dox
Hyderabad,Meerut,15-06-2025,Shenoy-Hari,Hyderabad,Telangana,2,8.34,10.68,10.68,Yes,15-06-2025,Baljiwan Narasimhan,Meerut,Uttar Pradesh,COD,DTDC90489531,15-07-2025,BR610,Baljiwan Narasimhan,19-06-2025,468.15,134.63,602.78,Surface,Carrier,Cash,Dox
Patna,Thiruvananthapuram,27-06-2025,Rastogi-Vala,Patna,Bihar,1,8.51,10.13,10.13,No,27-06-2025,Warjas Walla,Thiruvananthapuram,Kerala,COD,DTDC93777480,27-07-2025,BR355,Warjas Walla,01-07-2025,899.25,42.82,942.07,Express,Carrier,Cash,Non-Dox
Vizag,Indore,28-06-2025,"Dalal, Patla and Savant",Vizag,Andhra Pradesh,4,10.02,11.04,11.04,Yes,28-06-2025,Vrishti Dutt,Indore,Madhya Pradesh,COD,DTDC81072360,28-07-2025,BR032,Vrishti Dutt,29-06-2025,484.19,97.72,581.91,Surface,Carrier,Cash,Dox
Coimbatore,Chennai,04-07-2025,Manda-Gara,Coimbatore,Tamil Nadu,5,8.75,10.39,10.39,No,04-07-2025,Kai Nigam,Chennai,Tamil Nadu,COD,DTDC70156759,03-08-2025,BR612,Kai Nigam,08-07-2025,835.27,73.2,908.47,Express,Carrier,Cash,Dox
Guwahati,Nagpur,05-07-2025,Panini Sandal,Guwahati,Assam,3,3.47,4.92,4.92,No,05-07-2025,Vaishnavi Vig,Nagpur,Maharashtra,COD,DTDC10214305,04-08-2025,BR819,Vaishnavi Vig,09-07-2025,224.86,44.01,268.87,Surface,Carrier,Cash,Dox
Nashik,Srinagar,28-06-2025,Avni Naik,Nashik,Maharashtra,3,8.87,11.23,11.23,Yes,28-06-2025,Jonathan Sunder,Srinagar,Jammu & Kashmir,Express,DTDC52488019,28-07-2025,BR815,Jonathan Sunder,02-07-2025,549.81,96,645.81,Surface,Carrier,Cash,Non-Dox
Ahmedabad,Nagpur,30-06-2025,Vihaan Devi,Ahmedabad,Gujarat,3,0.41,3.33,3.33,No,30-06-2025,Ucchal Magar,Nagpur,Maharashtra,COD,DTDC78198298,30-07-2025,BR147,Ucchal Magar,02-07-2025,136.64,27.36,164,Surface,Carrier,Cash,Dox
Coimbatore,Nagpur,09-06-2025,Chaudhari-Dube,Coimbatore,Tamil Nadu,3,6.44,8.09,8.09,Yes,09-06-2025,Viraj Dewan,Nagpur,Maharashtra,COD,DTDC18482995,09-07-2025,BR259,Viraj Dewan,12-06-2025,570.83,136.99,707.82,Air Cargo,Carrier,Card,Non-Dox
Raipur,Delhi,15-06-2025,"Wali, Hegde and Barad",Raipur,Chhattisgarh,2,3.05,5.35,5.35,Yes,15-06-2025,Inaya Datta,Delhi,Delhi,None,DTDC75471693,15-07-2025,BR294,Inaya Datta,20-06-2025,237.93,0,237.93,Surface,Carrier,Card,Non-Dox
Bangalore,Srinagar,03-07-2025,Eta Bhatt,Bangalore,Karnataka,4,5.1,5.97,5.97,No,03-07-2025,Loke Group,Srinagar,Jammu & Kashmir,COD,DTDC62246416,02-08-2025,BR629,Loke Group,05-07-2025,276.66,110.62,387.28,Surface,Carrier,Card,Dox
Dehradun,Lucknow,16-06-2025,Madhav Batta,Dehradun,Uttarakhand,5,0.58,1.03,1.03,No,16-06-2025,Nihal Dewan,Lucknow,Uttar Pradesh,Insurance,DTDC66515859,16-07-2025,BR305,Nihal Dewan,21-06-2025,44.55,37,81.55,Surface,Carrier,Cash,Non-Dox
Dehradun,Amritsar,05-07-2025,Dhar-Bal,Dehradun,Uttarakhand,3,7.55,9.98,9.98,Yes,05-07-2025,Samarth Comar,Amritsar,Punjab,None,DTDC39243053,04-08-2025,BR451,Samarth Comar,08-07-2025,766.08,0,766.08,Express,Carrier,Cash,Dox
Lucknow,Shimla,15-06-2025,Ansh Bir,Lucknow,Uttar Pradesh,2,8.8,9.62,9.62,No,15-06-2025,Ishani Warrior,Shimla,Himachal Pradesh,COD,DTDC90478090,15-07-2025,BR745,Ishani Warrior,16-06-2025,405.02,78.69,483.71,Surface,Carrier,Card,Non-Dox
Bhopal,Amritsar,29-06-2025,Guneet Kapur,Bhopal,Madhya Pradesh,2,1.17,3.95,3.95,Yes,29-06-2025,Kurian and Sons,Amritsar,Punjab,Express,DTDC64884169,29-07-2025,BR479,Kurian and Sons,02-07-2025,267.07,149.29,416.36,Air Cargo,Carrier,Cash,Dox
Delhi,Thiruvananthapuram,07-06-2025,"Radhakrishnan, Deep and Dhawan",Delhi,Delhi,3,5.98,8.98,8.98,Yes,07-06-2025,Jalsa Sarraf,Thiruvananthapuram,Kerala,COD,DTDC48329404,07-07-2025,BR931,Jalsa Sarraf,08-06-2025,788.39,96.84,885.23,Express,Carrier,Cash,Non-Dox
Srinagar,Nashik,03-07-2025,"Kalla, Chaudhry and Pai",Srinagar,Jammu & Kashmir,4,11.1,12.39,12.39,Yes,03-07-2025,Lila Ramesh,Nashik,Maharashtra,Insurance,DTDC65019465,02-08-2025,BR091,Lila Ramesh,04-07-2025,540.52,125.74,666.26,Surface,Carrier,Cash,Non-Dox
Bangalore,Srinagar,22-06-2025,Nath Inc,Bangalore,Karnataka,1,0.39,1.4,1.4,No,22-06-2025,"Trivedi, Lanka and Sen",Srinagar,Jammu & Kashmir,Insurance,DTDC65112882,22-07-2025,BR972,"Trivedi, Lanka and Sen",25-06-2025,123.74,71.82,195.56,Express,Carrier,Cash,Non-Dox
Shimla,Vijayawada,28-06-2025,"Srinivasan, Chada and Krishnan",Shimla,Himachal Pradesh,2,0.75,3.5,3.5,No,28-06-2025,Ria Parmar,Vijayawada,Andhra Pradesh,Insurance,DTDC94210272,28-07-2025,BR698,Ria Parmar,03-07-2025,170.8,103.01,273.81,Surface,Carrier,Cash,Dox
Srinagar,Chennai,08-06-2025,Utkarsh Manda,Srinagar,Jammu & Kashmir,3,11.25,14.06,14.06,Yes,08-06-2025,Ayushman Chaudhuri,Chennai,Tamil Nadu,COD,DTDC01823330,08-07-2025,BR898,Ayushman Chaudhuri,12-06-2025,686.34,41.67,728.01,Surface,Carrier,Cash,Non-Dox
Bhubaneswar,Meerut,21-06-2025,Mallick-Arora,Bhubaneswar,Odisha,3,2.96,4.15,4.15,No,21-06-2025,Rachita Rama,Meerut,Uttar Pradesh,None,DTDC37354010,21-07-2025,BR592,Rachita Rama,25-06-2025,188.36,0,188.36,Surface,Carrier,Cash,Dox
Chandigarh,Indore,27-06-2025,"Dutta, Chandran and Kashyap",Chandigarh,Chandigarh,3,6.59,6.75,6.75,Yes,27-06-2025,Azaan Sarma,Indore,Madhya Pradesh,COD,DTDC79723752,27-07-2025,BR020,Azaan Sarma,30-06-2025,619.08,69.64,688.72,Express,Carrier,Cash,Dox
Vijayawada,Bhopal,07-06-2025,Matthew Gill,Vijayawada,Andhra Pradesh,2,4.37,5.87,5.87,Yes,07-06-2025,Kiaan Khosla,Bhopal,Madhya Pradesh,None,DTDC21502702,07-07-2025,BR882,Kiaan Khosla,11-06-2025,469.27,0,469.27,Express,Carrier,Cash,Non-Dox
Aurangabad,Coimbatore,06-06-2025,Anamika Tiwari,Aurangabad,Maharashtra,1,1.45,4.4,4.4,Yes,06-06-2025,Varghese Ltd,Coimbatore,Tamil Nadu,COD,DTDC45357905,06-07-2025,BR574,Varghese Ltd,11-06-2025,289.99,104.49,394.48,Air Cargo,Carrier,Cash,Dox
Bhopal,Jaipur,30-06-2025,Bhavna Din,Bhopal,Madhya Pradesh,5,5.69,8.23,8.23,Yes,30-06-2025,Madhav Oza,Jaipur,Rajasthan,COD,DTDC39602620,30-07-2025,BR458,Madhav Oza,05-07-2025,721.08,148.32,869.4,Express,Carrier,Cash,Dox
Delhi,Mumbai,08-06-2025,Lal-Sharma,Delhi,Delhi,2,4.86,5.57,5.57,Yes,08-06-2025,Jacob Bumb,Mumbai,Maharashtra,Insurance,DTDC97304016,08-07-2025,BR115,Jacob Bumb,13-06-2025,498.75,32.07,530.82,Express,Carrier,Cash,Non-Dox
Amritsar,Bhubaneswar,21-06-2025,Janya Bhardwaj,Amritsar,Punjab,4,3.77,5.34,5.34,No,21-06-2025,Sawhney Group,Bhubaneswar,Odisha,Express,DTDC00488408,21-07-2025,BR172,Sawhney Group,23-06-2025,217.98,74.3,292.28,Surface,Carrier,Cash,Non-Dox
Varanasi,Chennai,02-07-2025,"Nagar, Gupta and Kala",Varanasi,Uttar Pradesh,4,8.67,10.69,10.69,No,02-07-2025,Aryan Dixit,Chennai,Tamil Nadu,COD,DTDC11258661,01-08-2025,BR915,Aryan Dixit,05-07-2025,472.91,102.87,575.78,Surface,Carrier,Cash,Non-Dox
Bhopal,Delhi,17-06-2025,Brar Inc,Bhopal,Madhya Pradesh,3,9.05,10.74,10.74,Yes,17-06-2025,Qadim Chana,Delhi,Delhi,COD,DTDC85287058,17-07-2025,BR608,Qadim Chana,20-06-2025,445.97,140.66,586.63,Surface,Carrier,Card,Non-Dox
Agra,Lucknow,15-06-2025,Mann-Raghavan,Agra,Uttar Pradesh,5,7.02,7.2,7.2,Yes,15-06-2025,Abha Walia,Lucknow,Uttar Pradesh,COD,DTDC44927975,15-07-2025,BR504,Abha Walia,19-06-2025,329.28,140.78,470.06,Surface,Carrier,Card,Dox
Delhi,Indore,09-06-2025,Bhakta Inc,Delhi,Delhi,1,7.47,8.84,8.84,No,09-06-2025,Yashoda Tandon,Indore,Madhya Pradesh,COD,DTDC61803195,09-07-2025,BR924,Yashoda Tandon,13-06-2025,599.11,134.32,733.43,Air Cargo,Carrier,Cash,Non-Dox
Dehradun,Delhi,23-06-2025,Kibe Ltd,Dehradun,Uttarakhand,2,7.84,9.72,9.72,No,23-06-2025,Dara LLC,Delhi,Delhi,COD,DTDC17021196,23-07-2025,BR423,Dara LLC,25-06-2025,456.74,123.67,580.41,Surface,Carrier,Cash,Non-Dox
